INDEX_NUMBER,STATENAME,SCH_NAME,WEBSITE
1202,ALABAMA,De Armanville Elementary School,http://oxfordcityschools.com
1203,ALABAMA,Coldwater Elementary School,http://oxfordcityschools.com
1213,ALABAMA,Duran Junior High School,http://www.pellcityhigh.net
1215,ALABAMA,Pell City High School,http://www.pellcityhigh.net
1231,ALABAMA,Success Academy,http://www.nonesupplied.com
1238,ALABAMA,Ladow Technical Center,
1254,ALABAMA,RandolphRoanoke Career Technology Center,http://www.randolphboe.org
1255,ALABAMA,Wedowee Elementary School,http://www.randolphboe.org
1260,ALABAMA,RandolphRoanoke Career Technology Center,
1273,ALABAMA,Russellville City Career Tech Center,http://www.nonesupplied.com
1330,ALABAMA,Eden Area Technical Center,http://www.sccboe.org
1333,ALABAMA,Moody Middle School,http://www.sccboe.org
1336,ALABAMA,Steele Elementary School,http://www.sccboe.org
1342,ALABAMA,Odenville Intermediate School,http://www.sccboe.org
1344,ALABAMA,SCC Virtual Preparatory Academy,http://www.sccboe.org
1345,ALABAMA,Livingston Junior High School,http://www.sumter.k12.al.us
1346,ALABAMA,BellBrown Career Technical Center,http://sumter.k12.al.us
1347,ALABAMA,York West End Junior High School,http://www.sumter.k12.al.us
1348,ALABAMA,Kinterbish Junior High School,http://sumter.k12.al.us
1349,ALABAMA,Sumter Central High School,http://www.sumter.k12.al.us
1351,ALABAMA,Sylacauga High School,http://scsboe.org
1352,ALABAMA,Indian Valley Elementary School,http://scsboe.org
1353,ALABAMA,NicholsLawson Middle School,http://scsboe.org
1355,ALABAMA,Raymond L Young Elementary School,http://www.talladega-cs.net
1356,ALABAMA,Talladega High School,http://www.talladega-cs.net
1379,ALABAMA,Dadeville Elementary School,http://www.tallapoosak12.org
1380,ALABAMA,Dadeville High School,http://www.tallapoosak12.org
1381,ALABAMA,Reeltown High School,http://www.tallapoosak12.org
1382,ALABAMA,Edward Bell Career Technical Center,http://www.tallapoosak12.org
1385,ALABAMA,Tallassee High School,http://www.tcschools.com
1386,ALABAMA,Tallassee Elementary School,http://www.tcschools.com
1387,ALABAMA,Tarrant Elementary School,http://www.tarrant.k12.al.us
1388,ALABAMA,Tarrant High School,http://www.tarrant.k12.al.us
1389,ALABAMA,Tarrant Intermediate School,http://www.tarrant.k12.al.us
1390,ALABAMA,Thomasville Elementary School,http://thomasvilleschools.org
1391,ALABAMA,Thomasville High School,http://thomasvilleschools.org
1393,ALABAMA,Alternative Learning Center,http://www.troyschools.net
1394,ALABAMA,Charles Henderson High School,http://www.troyschools.net
1395,ALABAMA,Charles Henderson Middle,http://www.troyschools.net
1396,ALABAMA,Troy Elementary School,http://www.troyschools.net
1397,ALABAMA,TroyPike Regional Center For Technology,http://www.troyschools.net
1419,ALABAMA,Tuscaloosa County Juvenile Detention Center,http://www.tcss.net
1420,ALABAMA,Holt Elementary School,http://www.tcss.net
1422,ALABAMA,Brookwood High School,http://www.tcss.net
1423,ALABAMA,Buhl Elementary School,http://www.tcss.net
1424,ALABAMA,Cottondale Elementary School,http://www.tcss.net
1425,ALABAMA,Crestmont Elementary School,http://www.tcss.net
1426,ALABAMA,Englewood Elementary School,http://www.tcss.net
1427,ALABAMA,Flatwoods Elementary School,http://www.tcss.net
1431,ALABAMA,Maxwell Elementary School,http://www.tcss.net
1433,ALABAMA,Northside High School,http://www.tcss.net
1434,ALABAMA,CollinsRiverside Middle School,http://www.tcss.net
1435,ALABAMA,Tuscaloosa County High School,http://www.tcss.net
1437,ALABAMA,FaucettVestavia Elementary School,http://www.tcss.net
1438,ALABAMA,Walker Elementary School,http://www.tcss.net
1439,ALABAMA,Westwood Elementary School,http://www.tcss.net
1440,ALABAMA,Taylorville Primary School,http://www.tcss.net
1441,ALABAMA,Echols Middle School,http://www.tcss.net
1443,ALABAMA,Huntington Place Elementary School,http://www.tcss.net
1444,ALABAMA,Lloyd Wood Education Center,http://www.tcss.net
1445,ALABAMA,Northport Elementary School,http://www.tcss.net
1446,ALABAMA,Duncanville Middle School,http://www.tcss.net
1447,ALABAMA,Lake View Elementary School,http://www.tcss.net
1448,ALABAMA,Northside Middle School,http://www.tcss.net
1449,ALABAMA,DavisEmerson Middle School,http://www.tcss.net
1450,ALABAMA,Sipsey Valley High School,http://www.tcss.net
1451,ALABAMA,Sipsey Valley Middle School,http://www.tcss.net
1458,ALABAMA,Deshler Career Technical Center,http://www.tuscumbia.k12.al.us
1459,ALABAMA,Deshler Alternative School,http://www.tuscumbia.k12.al.us
1487,ALABAMA,Washington County Career Technical Center,http://wcbek12.org
1488,ALABAMA,McIntosh Elementary School,http://wcbek12.org
1489,ALABAMA,Chatom Elementary School,http://wcbek12.org
1491,ALABAMA,Fruitdale High School,http://wcbek12.org
1492,ALABAMA,Leroy High School,http://wcbek12.org
1493,ALABAMA,McIntosh High School,http://wcbek12.org
1494,ALABAMA,Millry High School,http://wcbek12.org
1502,ALABAMA,Winfield High School,http://www.winfield.k12.al.us
1503,ALABAMA,Winfield Elementary School,http://www.winfield.k12.al.us
1504,ALABAMA,Winston County Technical Center,http://www.winstonk12.org
1505,ALABAMA,Addison High School,http://www.winstonk12.org
1506,ALABAMA,Winston County High School,http://www.winstonk12.org
1507,ALABAMA,Double Springs Elementary School,http://www.winstonk12.org
1510,ALABAMA,Addison Elementary School,http://www.winstonk12.org
1511,ALABAMA,Double Springs Middle School,http://www.winstonk12.org
1512,ALABAMA,Lynn Elementary School,http://www.winstonk12.org
1513,ALABAMA,Meek Elementary School,http://www.winstonk12.org
1514,ALABAMA,Orange Beach Elementary School,
1515,ALABAMA,Orange Beach MiddleHigh School,
1519,ALASKA,Bethel Regional High School,http://www.lksd.org/lksd/
1520,ALASKA,Chaputnguak School,http://www.lksd.org/lksd/
1521,ALASKA,Chief Paul Memorial School,http://www.lksd.org/lksd/
1522,ALASKA,Ayagina'ar Elitnaurvik,http://www.lksd.org/lksd/
1523,ALASKA,Kwigillingok School,http://www.lksd.org/lksd/
1524,ALASKA,Nelson Island Area School,http://www.lksd.org/lksd/
1525,ALASKA,Anna Tobeluk Memorial School,http://www.lksd.org/lksd/
1526,ALASKA,Arviq School,http://www.lksd.org/lksd/
1527,ALASKA,Kuskokwim Learning Academy,http://www.lksd.org/lksd/
1528,ALASKA,Ayaprun Elitnaurvik,http://www.lksd.org/lksd/
1529,ALASKA,Paul T. Albert Memorial School,http://www.lksd.org/lksd/
1530,ALASKA,Akula Elitnaurvik School,http://www.lksd.org/lksd/
1531,ALASKA,Eek School,http://www.lksd.org/lksd/
1532,ALASKA,Lewis Angapak Memorial School,http://www.lksd.org/lksd/
1533,ALASKA,Nuniwarmiut School,http://www.lksd.org/lksd/
1534,ALASKA,William Miller Memorial School,http://www.lksd.org/lksd/
1535,ALASKA,Mikelnguut Elitnaurviat,http://www.lksd.org/lksd/
1536,ALASKA,Ket'acik/Aapalluk Memorial School,http://www.lksd.org/lksd/
1537,ALASKA,Z. John Williams Memorial School,http://www.lksd.org/lksd/
1538,ALASKA,Ayaprun School,http://www.lksd.org/lksd/
1539,ALASKA,Kuinerrarmiut Elitnaurviat,http://www.lksd.org/lksd/
1540,ALASKA,Negtemiut Elitnaurviat School,http://www.lksd.org/lksd/
1541,ALASKA,Qugcuun Memorial School,http://www.lksd.org/lksd/
1542,ALASKA,Rocky Mountain School,http://www.lksd.org/lksd/
1543,ALASKA,Akiuk Memorial School,http://www.lksd.org/lksd/
1544,ALASKA,Bethel Youth Facility,http://www.lksd.org/lksd/
1545,ALASKA,Mertarvik School,http://www.lksd.org/lksd/
1546,ALASKA,Alakanuk School,http://www.lysd.org/
1547,ALASKA,Emmonak School,http://www.lysd.org/
1548,ALASKA,Marshall School,http://www.lysd.org/
1549,ALASKA,Hooper Bay School,http://www.lysd.org/
1550,ALASKA,Mountain Village School,http://www.lysd.org/
1551,ALASKA,Russian Mission School,http://www.lysd.org/
1552,ALASKA,Pilot Station School,http://www.lysd.org/
1553,ALASKA,Kotlik School,http://www.lysd.org/
1554,ALASKA,Scammon Bay School,http://www.lysd.org/
1555,ALASKA,Nunam Iqua School,http://www.lysd.org/
1556,ALASKA,Hooper Bay Charter School,
1557,ALASKA,Akiachak School,http://www.yupiit.org/
1558,ALASKA,Tuluksak School,http://www.yupiit.org/
1559,ALASKA,Akiak School,http://www.yupiit.org/
1562,ALASKA,Akutan School,http://www.aebsd.org/
1563,ALASKA,False Pass School,http://www.aebsd.org/
1564,ALASKA,King Cove School,http://www.aebsd.org/
1565,ALASKA,Sand Point School,http://www.aebsd.org/
1566,ALASKA,Yakov E. Netsvetov School,http://www.aleutregion.org/
1567,ALASKA,Adak School,http://www.aleutregion.org/
1568,ALASKA,Gambell School,http://www.bssd.org
1569,ALASKA,Koyuk-Malimiut School,http://www.bssd.org
1570,ALASKA,Hogarth Kingeekuk Sr. Memorial School,http://www.bssd.org
1571,ALASKA,Shishmaref School,http://www.bssd.org
1572,ALASKA,James C. Isabell School,http://www.bssd.org
1573,ALASKA,Unalakleet School,http://www.bssd.org
1574,ALASKA,Wales School,http://www.bssd.org
1575,ALASKA,White Mountain School,http://www.bssd.org
1576,ALASKA,Aniguiin School,http://www.bssd.org
1577,ALASKA,Martin L. Olson School,http://www.bssd.org
1578,ALASKA,Brevig Mission School,http://www.bssd.org
1579,ALASKA,Shaktoolik School,http://www.bssd.org
1580,ALASKA,Anthony A. Andrews School,http://www.bssd.org
1581,ALASKA,Tukurngailnguq School,http://www.bssd.org
1582,ALASKA,Diomede School,http://www.bssd.org
1583,ALASKA,Bristol Bay Middle/High School,http://www.bbbsd.net/
1584,ALASKA,Naknek Elementary,http://www.bbbsd.net/
1585,ALASKA,Bristol Bay Correspondence,
1594,ALASKA,Cordova Jr/Sr High School,http://www.cordovasd.org
1595,ALASKA,Mt. Eccles Elementary,http://www.cordovasd.org
1596,ALASKA,Cordova School District Innovative Learning,http://www.cordovasd.org
1597,ALASKA,Glennallen Elementary,http://www.crsd.us
1598,ALASKA,Kenny Lake School,http://www.crsd.us
1599,ALASKA,Glennallen Jr/Sr High School,http://www.crsd.us
1600,ALASKA,Upstream Learning Correspondence,http://www.crsd.us
1601,ALASKA,Slana School,http://www.crsd.us
1602,ALASKA,Craig High School,http://www.craigschools.com
1604,ALASKA,Craig Middle School,http://www.craigschools.com
1605,ALASKA,Craig Elementary,http://www.craigschools.com
1606,ALASKA,Gerstle River School,http://www.dgsd.us
1607,ALASKA,Delta Junction Elementary,http://www.dgsd.us
1608,ALASKA,Alaska Homeschool,http://www.dgsd.us
1609,ALASKA,Delta Junction Senior High School,http://www.dgsd.us
1610,ALASKA,Delta Junction Junior High School,
1611,ALASKA,Dillingham Elementary,http://www.dlgsd.org
1612,ALASKA,Dillingham Middle/High School,http://www.dlgsd.org
1613,ALASKA,Sidney C. Huntington Elementary,http://shs.galenaalaska.org/
1616,ALASKA,Sidney C. Huntington Jr/Sr High School,http://shs.galenaalaska.org/
1624,ALASKA,Tongass School of Arts and Sciences Charter School,
1743,ALASKA,Haines Elementary,http://www.hbsd.net/
1744,ALASKA,Haines High School,http://www.hbsd.net/
1745,ALASKA,Haines Home School,http://www.hbsd.net/
1750,ALASKA,Kenai Alternative High School,http://www.kpbsd.k12.ak.us/
1751,ALASKA,Homer Flex School,http://www.kpbsd.k12.ak.us/
1752,ALASKA,Chapman School,http://www.kpbsd.k12.ak.us/
1753,ALASKA,Tebughna School,http://www.kpbsd.k12.ak.us/
1754,ALASKA,Cooper Landing School,http://www.kpbsd.k12.ak.us/
1755,ALASKA,Paul Banks Elementary,http://www.kpbsd.k12.ak.us/
1756,ALASKA,Nanwalek School,http://www.kpbsd.k12.ak.us/
1757,ALASKA,Homer High School,http://www.kpbsd.k12.ak.us/
1758,ALASKA,Hope School,http://www.kpbsd.k12.ak.us/
1759,ALASKA,Moose Pass School,http://www.kpbsd.k12.ak.us/
1760,ALASKA,Nikolaevsk School,http://www.kpbsd.k12.ak.us/
1761,ALASKA,Ninilchik School,http://www.kpbsd.k12.ak.us/
1762,ALASKA,Port Graham School,http://www.kpbsd.k12.ak.us/
1763,ALASKA,William H. Seward Elementary School,http://www.kpbsd.k12.ak.us/
1764,ALASKA,Soldotna Elementary,http://www.kpbsd.k12.ak.us/
1765,ALASKA,Sterling Elementary,http://www.kpbsd.k12.ak.us/
1766,ALASKA,Susan B English School,http://www.kpbsd.k12.ak.us/
1767,ALASKA,Tustumena Elementary,http://www.kpbsd.k12.ak.us/
1768,ALASKA,Aurora Borealis Charter School,http://www.kpbsd.k12.ak.us/
1769,ALASKA,Fireweed Academy,http://www.kpbsd.k12.ak.us/
1770,ALASKA,West Homer Elementary,http://www.kpbsd.k12.ak.us/
1772,ALASKA,Redoubt Elementary,http://www.kpbsd.k12.ak.us/
1773,ALASKA,Seward Middle School,http://www.kpbsd.k12.ak.us/
1774,ALASKA,Soldotna Montessori Charter School,http://www.kpbsd.k12.ak.us/
1775,ALASKA,Kaleidoscope School of Arts & Science,http://www.kpbsd.k12.ak.us/
1776,ALASKA,McNeil Canyon Elementary,http://www.kpbsd.k12.ak.us/
1778,ALASKA,Razdolna School,http://www.kpbsd.k12.ak.us/
1779,ALASKA,Kenai Central High School,http://www.kpbsd.k12.ak.us/
1780,ALASKA,Kenai Middle School,http://www.kpbsd.k12.ak.us/
1781,ALASKA,Kalifornsky Beach Elementary,http://www.kpbsd.k12.ak.us/
1782,ALASKA,Seward High School,http://www.kpbsd.k12.ak.us/
1783,ALASKA,Skyview Middle School,http://www.kpbsd.k12.ak.us/
1784,ALASKA,Soldotna High School,http://www.kpbsd.k12.ak.us/
1785,ALASKA,Homer Middle School,http://www.kpbsd.k12.ak.us/
1786,ALASKA,Mt. View Elementary,http://www.kpbsd.k12.ak.us/
1787,ALASKA,Nikiski North Star Elementary,http://www.kpbsd.k12.ak.us/
1788,ALASKA,Voznesenka School,http://www.kpbsd.k12.ak.us/
1789,ALASKA,Nikiski Middle/Senior High School,http://www.kpbsd.k12.ak.us/
1790,ALASKA,Kachemak Selo School,http://www.kpbsd.k12.ak.us/
1792,ALASKA,Klawock City School,http://www.klawockschool.com/
1793,ALASKA,Klawock Correspondence,http://www.klawockschool.com/
1794,ALASKA,North Star Elementary,http://www.kibsd.org
1795,ALASKA,Akhiok School,http://www.kibsd.org
1796,ALASKA,Chiniak School,http://www.kibsd.org
1797,ALASKA,East Elementary,http://www.kibsd.org
1798,ALASKA,Kodiak High School,http://www.kibsd.org
1799,ALASKA,Kodiak Middle School,http://www.kibsd.org
1800,ALASKA,Main Elementary,http://www.kibsd.org
1801,ALASKA,Old Harbor School,http://www.kibsd.org
1802,ALASKA,Peterson Elementary,http://www.kibsd.org
1803,ALASKA,Port Lions School,http://www.kibsd.org
1804,ALASKA,Ouzinkie School,http://www.kibsd.org
1806,ALASKA,Chignik Bay School,http://www.lpsd.com/
1807,ALASKA,Chignik Lagoon School,http://www.lpsd.com/
1808,ALASKA,Chignik Lake School,http://www.lpsd.com/
1809,ALASKA,Igiugig School,http://www.lpsd.com/
1810,ALASKA,Kokhanok School,http://www.lpsd.com/
1811,ALASKA,Newhalen School,http://www.lpsd.com/
1812,ALASKA,Nondalton School,http://www.lpsd.com/
1813,ALASKA,Perryville School,http://www.lpsd.com/
1814,ALASKA,Pilot Point School,http://www.lpsd.com/
1815,ALASKA,Tanalian School,http://www.lpsd.com/
1816,ALASKA,Meshik School,http://www.lpsd.com/
1817,ALASKA,Levelock School,http://www.lpsd.com/
1818,ALASKA,Lakeview Home School,http://www.lpsd.com/
1866,ALASKA,Knik Charter Correspondence School,http://www.knikculturalschool.org/
1867,ALASKA,Knik Charter School,http://www.knikculturalschool.org/
1868,ALASKA,Blackwell School,
1869,ALASKA,David Louis Memorial School,
1870,ALASKA,Jeffery A. Bader Memorial School,
1871,ALASKA,McGrath School,
1872,ALASKA,Top of the Kuskokwim School,
1873,ALASKA,Innoko River School,
1874,ALASKA,Takotna Community School,
1876,ALASKA,Charles R. Leask Sr. Middle School,http://aisdk12.org
1877,ALASKA,Richard Johnson Elementary,http://aisdk12.org
1878,ALASKA,Metlakatla High School,http://aisdk12.org
1879,ALASKA,Nenana City School,http://www.nenanalynx.org
1880,ALASKA,CyberLynx Correspondence Program,http://www.nenanalynx.org
1887,ALASKA,Golden Heart Academy,http://www.k12northstar.org
1906,ALASKA,Alternative Learning Systems,http://www.k12northstar.org
1929,ALASKA,Ambler School,http://www.nwarctic.org
1930,ALASKA,Buckland School,http://www.nwarctic.org
1931,ALASKA,Deering School,http://www.nwarctic.org
1932,ALASKA,Kiana School,http://www.nwarctic.org
1933,ALASKA,Kobuk School,http://www.nwarctic.org
1934,ALASKA,June Nelson Elementary,http://www.nwarctic.org
1935,ALASKA,Kisimgiugtuq School,http://www.nwarctic.org
1936,ALASKA,Napaaqtugmiut School,http://www.nwarctic.org
1937,ALASKA,Aqqaluk High/Noorvik Elementary,http://www.nwarctic.org
1938,ALASKA,Shungnak School,http://www.nwarctic.org
1939,ALASKA,Davis-Ramoth School,http://www.nwarctic.org
1940,ALASKA,Kotzebue Middle/High School,http://www.nwarctic.org
1941,ALASKA,NWABSD Home School,http://www.nwarctic.org
1942,ALASKA,Pelican School,
1943,ALASKA,Rae C. Stedman Elementary,http://www.pcsd.us
1944,ALASKA,Petersburg High School,http://www.pcsd.us
1945,ALASKA,Mitkof Middle School,http://www.pcsd.us
1946,ALASKA,St Paul School,http://www.pribilofsd.org
1947,ALASKA,Pribilof Correspondence School,http://www.pribilofsd.org
1950,ALASKA,Howard Valentine Coffman Cove School,http://www.sisd.org
1951,ALASKA,Barry Craig Stewart Kasaan School,http://www.sisd.org
1952,ALASKA,Port Alexander School,http://www.sisd.org
1953,ALASKA,Thorne Bay School,http://www.sisd.org
1954,ALASKA,Hollis School,http://www.sisd.org
1955,ALASKA,AK-TRAILS Correspondence,http://www.sisd.org
1956,ALASKA,Whale Pass School,http://www.sisd.org
1957,ALASKA,Naukati School,http://www.sisd.org
1958,ALASKA,Aleknagik School,
1959,ALASKA,Clarks Point School,
1960,ALASKA,Koliganek School,
1961,ALASKA,Manokotak School,
1962,ALASKA,Chief Ivan Blunka School,
1963,ALASKA,Togiak School,
1964,ALASKA,William Sonny Nelson School,
