SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR20	CE1	CE2	AR1	AR1A	AR1B	AR2	AR2A	AR3	AR6	AR6A	AR7	AR8	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR20	ICE1	ICE2	IAR1	IAR1A	IAR1B	IAR2	IAR2A	IAR3	IAR6	IAR6A	IAR7	IAR8	IAE1	IAE2	IAE3	IAE4	IAE5	IAE6	IAE7	IAE8
2021	38	ND	North Dakota	529006527	3627190	-2	10215999	1284765	38485594	183043	21553	4073679	9814910	25086772	69218604	0	150140	652661629	28657310	1078819747	43501125	298898988	6279934	486688	349166735	196027472	2109305421	712519332	279119674	32300003	570429	53644249	36466032	32187197	6298360	1067273830	446784080	140913042	31784549	93037661	-1	44908067	33883363	38658030	63573415	53335203	21780797	30952777	287091652	16852976	13637319	17056586	25039565	19229622	5006333	10679454	107501855	8490439	6598473	10189050	884824	31325093	29964782	8058904	95511565	2208019	6032319	1839235	529812	39657720	8239037	3501083	62007225	260678	9172228	967447	68170	9368957	9223552	9456003	38517035	206623	1799411	3951700	529495	997768	879867	1279146	9644010	72666124	61950885	71694601	90557111	144545406	65870816	54471364	561756307	28725909	9160130	2498807	38324313	1813031	1155091	79864250	5555508	1304533	6033796	13169475	3661072	5395106	31458418	111322668	0	0	0	0	0	0	0	0	0	0	1740352805	159494712	19424534	0	178919246	47167721	124097869	171265590	16163507	252341	0	2535638	0	0	31735	2535638	95886945	2014433607	44460062	0	0	0	80979692	1659373113	108096	-2	108096	15351	114955	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	T	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	39	OH	Ohio	11678982083	596266584	-2	-2	99928149	1090003175	2658411	284829	119795573	44558416	146691603	1038926108	7121895	6438518	13741367340	210321960	10983196578	117743465	2481288912	72253316	10658868	2681944561	2489976158	27616830439	8813343919	3272837384	959978422	500707459	921960585	612041036	211322382	115916733	14274824953	5706686243	1729461436	335085186	-1	167808736	1014873381	453715045	377336255	770416808	681189201	436236668	363807466	4097574824	379369735	181001512	157179190	346036421	314837808	232226624	165657025	1776308315	327773124	186051913	194798820	104702265	771557404	216914345	313492245	2115290116	40595121	67759290	9960237	14036292	176729685	94876991	41226832	445184448	8460913	42076564	4064940	2341090	116732448	97602285	24045158	295323398	13948632	7344564	38023527	20425547	7833714	1948977	258341622	347866583	1776559993	895872324	777298029	1255617333	1952147812	982203605	1142525190	8782224286	220403972	115224067	74974713	205082003	6731654	2383833	618068588	202976	91548	112062	357068	11545	52903	816557	618885145	0	0	0	0	0	0	0	0	0	0	23675934384	1949411423	9842775	41947595	2001201793	495137133	941854255	1436991388	266933002	13663920	172858944	74055964	0	5538429	16104041	252453337	594947310	26739679456	556056161	15887601	0	0	879340754	22796593630	1597470	-2	1597470	14270	1645412	21212532874	2197962714	550509934	-2	-2	13955893	-2	-2	175315110	-2	-2	-2	664899470	394146228	250924977	118788045	63251664	38364594	88436846	19683686	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	40	OK	Oklahoma	2448803019	-2	-2	18954170	15331647	1563505	1547787	0	16964608	12688770	129908208	334216013	105613	613864	2979133699	203324142	3618387402	74715082	716678681	18519624	320653080	1130566467	811942980	7931411710	2717194243	857089192	149895502	697143	5420648	298532014	8871625	10389241	4033797335	1537171869	241298234	53217500	81917502	44784274	275739871	161398599	116614173	291440075	179422821	90660740	109498819	1224775098	87044963	52973183	36807430	91814217	63167627	30104521	34281927	396193868	55342649	42042067	45821681	2583041	315869258	20573015	63805386	546037097	55577866	29414284	5195887	4327249	176574717	26228425	44568038	341886466	1036395	4619490	34447	24674	42092205	44773254	7011212	99591677	14938565	5889741	12435243	3676728	6301974	550723	37831812	81624786	488643914	291717874	216874414	393841310	741336397	168117424	289985982	2590517315	100653078	42846154	72844753	120192587	3209017	1553187	338089759	0	0	0	36852289	0	2588	36854877	374944636	0	0	0	0	0	0	0	0	0	0	6999259286	440409189	252441677	8948705	701799571	121549717	740888411	862438128	7271304	116120	16391297	3744280	0	0	0	20135577	373178821	7840254177	205427216	40704066	0	0	406327171	6592932115	646677	646677	-2	10195	694113	5902313091	1096941129	103865969	170547676	1671195	5314501	12234193	0	0	-2	-2	-2	364345590	156457319	205196055	27336533	96621538	2815845	114280100	2692215	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	41	OR	Oregon	3189266289	2389594	7000485	-2	1678724	10880159	195963	35125	45753258	1930328	17859645	295771121	67155	155048	3562067610	166125765	5316328393	22119193	752592027	16092564	28446088	819249872	1993517701	9863771640	2532799649	1561619054	149021522	23140694	362030097	197515259	8055213	16603621	4480699799	1608538388	257721104	49689384	168557209	22132729	378657030	153008657	51005313	305232135	193565896	84797206	200754230	1367020467	223416555	92874103	27919676	183880879	131078123	66507680	128193577	853870593	58839810	32452729	21131708	7291545	192272588	111481909	84383905	507854194	16080302	30279885	2705624	7958887	60349229	11651937	117135877	246161741	609045	1066817	17321	133334	10107296	28622661	5595645	46152119	5694907	3681411	10030934	2001941	20798371	5458924	47360061	95026549	682688604	312296785	112793255	506365387	598064207	279897656	577827650	3069933544	57696134	43577632	30193446	66878104	3018252	1678609	200023925	418522	174851	150767	526082	3850	18314	1288536	201312461	0	0	0	0	0	0	0	0	0	0	7751945804	1689797008	9294271	34507861	1733599140	504853773	1160106989	1664960762	47083146	24122	0	1455274	0	0	222052	1455274	101277740	9591558972	153219187	9588307	0	0	184694357	7567251447	493853	493853	-2	15323	560917	6935466804	786113710	98596147	84300765	11443999	19393837	0	-2	1095679	-2	-2	-2	193495227	74502876	113603002	14190723	54101891	1163089	29466953	5208975	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	42	PA	Pennsylvania	15183458748	2743991019	-2	-2	45952481	4022854132	0	5063384	55738521	34809849	28307357	763836155	0	2686800	18858780930	1466610	13056288044	93880176	3123538567	47285154	1194489	3265898386	6676026995	35182433970	10315137065	6586159145	866471182	399853792	4166520496	700751053	160218608	40291824	18908664061	7474315468	2273841965	240410614	326569018	115404933	1011315211	486400593	299909669	793114827	854736615	154262031	469724968	4069463914	642831537	353278825	182005192	499556102	619189398	115044054	324841660	2736746768	198233326	167818837	251710889	67984376	828401905	908289820	302360215	2724799368	34414097	138452245	18120432	17999172	509394834	29308131	159104117	906793028	2976775	56988774	906222	2074514	81930696	20094557	103746278	268717816	2358520	1778985	96153539	5135297	4466380	616743	37272212	147781676	1889152691	1147729485	847899721	1383789774	2816189132	1207520779	1293303172	10585584754	180296239	122695979	223788496	162595015	12164424	5100177	694475906	57824119	37200301	39492223	48008888	5667860	4001807	186527338	881003244	0	0	0	0	0	0	0	0	0	0	30375252059	1610405938	135588567	229896054	1975890559	989847892	4681597370	5671445262	61353275	62520	351228284	81509937	3163979	1612113	3032860	437514313	815348709	33299874294	575162004	46191288	0	0	733109779	29642142280	1577835	-2	1577835	18787	1704396	24096899623	1810126081	430523373	277348238	25715060	39477187	1179703	-2	152420457	0	-2	-2	1881702860	1281071928	592023716	323804755	42896755	60502682	184287597	8060643	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	44	RI	Rhode Island	-2	-2	1338893030	-2	2105172	88598580	5600	136049	962767	12113938	5139046	15420358	22416	16955	1374679282	0	1243478563	11887993	277012496	0	4471677	293372166	40409720	2911530011	966085570	489123766	19440471	74047788	95501740	32939916	46343486	5047397	1586684908	652967355	159980291	26508024	53710342	7405852	177084083	66470034	23988561	88408081	59751948	10306016	61302634	487311357	76897985	20037627	8540025	34715965	25583409	6369990	26432445	198577446	28426952	14887495	6203089	2096801	81939301	79260092	20362588	233176318	2525915	2273867	301645	1444805	47421543	861952	1844008	56673735	996955	272264	590828	659708	8608541	1186055	6628693	18943044	37965	142201	1565631	419143	56367	440	1194241	3415988	284972900	103811224	40598951	127084795	214752568	96798490	111135916	979154844	2181051	494344	42341006	6690819	2280351	14017	51721237	76825	38573	12587	19403	0	274048	421436	52142673	0	0	0	0	0	0	0	0	0	0	2617982425	3375981	14629499	1158936	19164416	36019391	81573867	117593258	1311527	6669	33720769	942450	547234	28075716	80360110	63286169	163722095	2849678197	50653611	7646800	0	0	77703538	2540278887	124847	-2	124847	20347	139184	2392865654	179062353	26142898	67294504	0	52733	0	0	3915399	0	-2	-2	61617964	26428844	34248766	31167557	6065573	23982651	19080812	847343	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	45	SC	South Carolina	2724082848	334195564	1158053647	316500936	3886477	13854176	154715	24233	13553022	8256958	75204037	208332167	0	1317632	4843538003	874184	6037237058	2775428	1176579654	0	102880282	1282235364	1380752937	12163884609	3354485602	1377279209	219685747	284263	13836176	310125652	37511505	10618340	5272478813	2468086136	717586400	123058644	41631815	63134258	402188736	341007050	37220212	423556937	239424456	163756617	176979354	1784133362	159755144	134465015	18621458	169884313	109866403	69762770	76236163	738591266	38702403	55584149	20490023	22403749	333170660	39954355	95496742	605802081	36104945	30002717	2331791	9673202	248168286	61759998	71101525	459142464	4987768	1095759	291815	961613	49513384	45963220	24344477	127158036	43158108	1648022	8287529	1260192	5414815	563512	7092574	67424752	679909336	562706953	86951013	626778393	936044620	335797252	426906358	3655093925	110952609	56512194	62022622	140297983	6305055	998947	370784355	29774	8489	73488	268685	667	9716269	10096705	380881060	0	0	0	0	0	0	0	0	0	0	9308453798	963239565	220274545	74576996	1258091106	389459373	848015441	1237474814	20847595	87287	4026996	46582524	0	0	225739	50609520	466139830	10809290308	261172476	0	0	0	349992295	8958461503	710695	710695	-2	12605	766819	7973030738	985430765	128092040	4228834	-2	1177716	-2	0	229215271	-2	-2	-2	272663934	179608897	93055037	92217785	-1	-1	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	46	SD	South Dakota	835232616	-2	-2	26650277	4418535	915995	332534	18000	5066536	9791957	5120145	35818616	0	895038	923326254	9287159	614050893	85539580	285581402	1461003	5720596	378302581	268516072	1924966887	617322796	177956211	30568042	14078247	1449672	74660686	24392695	1394899	915980881	396634230	58031674	20220555	19875559	13195427	54104305	34533132	30286993	55141685	50623938	17006011	23671127	265367191	15204390	9490466	9106849	17814335	16499732	4018322	8369627	80503721	17777186	8500605	7936154	1207356	65408959	25433234	19603528	145867022	3130648	6571452	1147992	836113	20336590	4639420	3132393	39794608	264018	3510773	53552	246278	25278557	9885108	5088376	44326662	89799	265875	4607378	266550	7117902	1005543	2535248	15888295	90306328	59361530	53085366	75266039	159987121	52102530	57311923	547420837	24907815	8946832	9388624	35254186	2152039	207083	78704540	4564046	1279261	54856	469354	31072	48666	6416183	85120723	0	0	0	0	0	0	0	0	0	0	1548522441	155176826	25309791	4998282	185484899	42806781	83074940	125881721	6626927	33622	0	157569	0	0	0	157569	101244163	1811727926	32577983	22029876	0	0	75166068	1473356373	129374	-2	129374	11388	139566	1287013051	133659896	31885267	11226061	1745403	0	0	-2	67992000	-2	-2	-2	31843500	21396821	10207217	12241806	-1	-1	4797305	239462	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	47	TN	Tennessee	-2	-2	2328930602	1946132416	5387979	200030	0	365456	10894951	104422029	222514544	285366863	0	571125	4904220509	0	5401015430	92846014	1647133193	7744	456000	1740442951	745176116	12045678890	4225689860	1400136451	180830236	0	2513916	489579819	264128845	18709325	6314945691	3162536595	439166229	157777026	89202136	99727810	377245737	441685442	48181855	476133612	209070090	136722625	144168506	1833207867	99808652	127630138	36057193	147159983	71171221	48477083	43633966	573938236	75485539	57618368	24773166	17367922	205195679	135543938	80556747	596541359	17531999	20980881	1392309	6795069	299932185	30855839	18941784	396430066	9200200	10120340	364416	2066185	15093619	29299664	29235460	95379884	31845887	5922085	111716688	11805464	31154538	6400832	32254860	231100354	601917814	653836914	222121211	659262050	816523713	358000317	319555863	3631217882	176913303	59407171	23101762	204808381	9759003	4440736	468671353	0	0	0	0	0	0	0	468671353	0	0	0	0	0	0	0	0	0	0	10414834926	413682125	161741278	21177749	596601152	247037898	981378399	1228416297	81802929	1540699	0	4287762	0	0	39432	4287762	553766890	11468374632	221231853	66963844	0	0	621091374	9793743552	951475	951475	-2	10293	985207	8838651380	1131410982	203270528	199727549	727471	-2	-2	-2	54912074	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	48	TX	Texas	34098544824	378255360	-2	-2	70326123	11752940	0	0	134354758	186477330	233202741	1146498771	0	0	36247659907	109306516	27559808154	446284256	8335633516	146967407	128410159	9057295338	8847823683	72974069915	26238573126	4838377709	1256068118	86392652	60545197	2520592864	155351277	233853424	35173857893	14462217759	1988983632	1003369407	3062433952	-1	2462227116	2169803651	289355113	2829170194	2305918334	930504560	1416399034	12403378002	448490589	404177405	50125922	513948244	521727510	211424789	247911686	2397806145	201534729	360579892	488724925	48319790	1594812891	253683459	556849541	3504505227	175469672	194666833	9340951	53823334	1970711199	188817029	308989924	2901818942	4573613	10258413	434525	1734982	111485949	135832895	111542658	375863035	12325859	43852435	22912954	30522142	23751298	4428925	537070364	674863977	3300047965	3173080216	860459865	3475783704	6416921232	1588858762	3067220549	21882372293	814769933	290334267	261298771	919691907	16433129	22049591	2308144469	0	0	0	0	0	0	0	2308144469	0	0	0	0	0	0	0	0	0	0	59364374655	10019263741	313793798	501101565	10834159104	3937743452	4249533319	8187276771	830490085	1255351	0	25397214	0	0	11000	25397214	1363809155	71603334850	1206554419	430415038	0	0	2126975651	57237399004	4993827	4993827	-2	11462	5372806	52146981008	7217393647	1109957709	413255116	-2	15328206	25000000	-2	17866532	63764193	-2	-2	1632009220	1185271964	431922317	22464733	-2	-2	176130533	14814939	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	49	UT	Utah	2166058782	129687242	-2	-2	10407587	1371675	1957110	1591588	23571567	9833955	99408988	158632045	710611	0	2600267887	0	4042773963	28480034	523324473	52552744	107742753	712100004	823508573	7355141854	2405526777	1037924482	111886738	1611191	3642347	329160441	39675616	4424009	3890533638	1357890908	231318688	95941900	502556669	39148851	211967115	161613145	30366217	276971143	200759104	85307023	94012976	1060996723	90581075	74660416	14913475	120604623	89018617	36411448	43342826	469532480	28746848	18143288	20602253	6322711	98010016	16682793	36230973	224738882	15312294	23421482	2624122	5845296	148188928	20252678	19497106	235141906	682247	4052869	691146	249611	11479221	21867825	7678108	46701027	1813784	749918	1289056	1143177	300026	2253988	2655220	10205169	348421116	278588249	69795123	410886950	536276691	160907930	195739101	2000615160	88941945	34336958	4096344	116514605	5869093	63388	243953240	184027	68071	60845	91394	576133	0	404337	244357577	0	0	0	0	0	0	0	0	0	0	6135506375	634293709	242668270	44321601	921283580	202710484	462278797	664989281	47872444	159370	0	0	0	0	0	0	379971110	7197643638	48239585	35270765	0	0	205828601	5929677774	627145	-2	627145	9455	680659	5431097900	703928337	45490587	51025320	810704	21475388	2293	-2	29518358	-2	-2	-2	135916275	102522401	31148485	8456257	19541110	7595214	9349207	2245388	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	50	VT	Vermont	122432	342162	-2	1946501	3486703	60496550	6192	2310652	4468979	3175907	266058	26239182	0	0	40054116	0	1739914357	1061926	204380398	450031	1045637	206937992	55440226	1986906465	646346476	387895429	62138109	105960577	90663285	28797993	6213788	2003169	1233141753	421681826	90604641	16967496	11437839	2718069	107715706	43088454	15887204	83289347	48228820	9524180	35366451	343100162	34753032	16581584	5656761	28218728	20135902	3879274	15008297	124233578	20900499	10429521	9680378	5124218	49183240	47171927	11166759	153656542	3128548	13535738	765647	1938928	38593156	1339516	6407970	65709503	243764	6097545	84996	426931	4538091	1938329	3719088	17048744	134429	291065	934547	999028	235778	37672	2467618	5100137	166632214	83926362	32924537	119570249	156376896	61952569	70417095	691799922	13410075	5954214	15085135	16515389	2467580	1460919	52425732	1766763	469615	1062388	1096357	74243	3947	4399070	56824802	0	0	0	0	0	0	0	0	0	0	1981766477	49962525	1811521	1080522	52854568	9799816	25778579	35578395	7339828	188555	0	1936668	0	0	21246	1936668	28906199	2069911697	19380858	5219690	0	0	31535408	1950231069	72255	-2	72255	26991	82401	1573698015	184911075	19023705	3869349	13970	2657375	0	-2	59049323	0	-2	-2	51027642	18694551	28841954	9286207	5411537	1989994	13387548	3486133	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
